symbol	desc	logFC	adj.P.Val	B
 FER 	 fer (fps	-0.4468993393	0.1466686978	-4.3968141785
 FER1L4 	 fer-1-like family member 4, pseudogene (functional) 	0.3532064302	0.1138809084	-3.9450284635
 FER1L4 	 fer-1-like family member 4, pseudogene (functional) 	0.293958529	0.2064776158	-5.0130001455
 FER1L5 	 fer-1-like family member 5 	-0.1950297569	0.2111778241	-5.0511120995
 FER1L5 	 fer-1-like family member 5 	-0.1734025185	0.3633297697	-5.9288927704
 FER1L6 	 fer-1-like family member 6 	-1.3758587053	0.1840504505	-4.8012087575
 FER1L6-AS1 	 FER1L6 antisense RNA 1 	-0.0047986272	0.981329021	-7.0370693019
 FER1L6-AS2 	 FER1L6 antisense RNA 2 	-0.1996654677	0.3068386069	-5.665542065
 FERD3L 	 Fer3-like bHLH transcription factor 	-0.2995950105	0.1786370202	-4.7467050405
 FERMT1 	 fermitin family member 1 	-0.7834692327	0.010409383	0.3616462116
 FERMT2 	 fermitin family member 2 	-0.6584425118	0.0060375937	1.2749116086
 FERMT3 	 fermitin family member 3 	1.8780110039	0.0003930092	7.6531660363
 FES 	 FES proto-oncogene, tyrosine kinase 	0.2004677493	0.2199366714	-5.1221399565
 FETUB 	 fetuin B 	-0.3423089948	0.0521353168	-2.5598735925
 FEV 	 FEV (ETS oncogene family) 	-0.2204416234	0.2160005943	-5.0899729871
 FEZ1 	 fasciculation and elongation protein zeta 1 (zygin I) 	0.2774050527	0.4818396709	-6.3400607027
 FEZ2 	 fasciculation and elongation protein zeta 2 (zygin II) 	-0.0581434811	0.7761464345	-6.8960099165
 FEZF1 	 FEZ family zinc finger 1 	-0.1538510627	0.3629639674	-5.9268270746
 FEZF2 	 FEZ family zinc finger 2 	-0.0788861374	0.6580714464	-6.7290975648
 FFAR1 	 free fatty acid receptor 1 	-0.3989979983	0.112768647	-3.9254463905
 FFAR2 	 free fatty acid receptor 2 	0.3252119617	0.3856140862	-6.0206314963
 FFAR3 	 free fatty acid receptor 3 	-0.0498776819	0.8624537183	-6.9813980596
 FFAR3 	 free fatty acid receptor 3 	-0.0389597239	0.8725053173	-6.9888328798
 FFAR4 	 free fatty acid receptor 4 	0.2580888131	0.1849576933	-4.8094259747
 FGA 	 fibrinogen alpha chain 	0.8239302811	0.0742827557	-3.1912110134
 FGB 	 fibrinogen beta chain 	1.5823884424	0.1455466968	-4.3846816195
 FGD1 	 FYVE, RhoGEF and PH domain containing 1 	-0.2172601495	0.28498548	-5.5474138665
 FGD2 	 FYVE, RhoGEF and PH domain containing 2 	1.7258572763	0.00045449	6.5657691407
 FGD3 	 FYVE, RhoGEF and PH domain containing 3 	0.9344550369	0.0016267399	3.6560314971
 FGD4 	 FYVE, RhoGEF and PH domain containing 4 	-0.4183262171	0.1157568905	-3.9754200674
 FGD5 	 FYVE, RhoGEF and PH domain containing 5 	-0.4421485941	0.1601742242	-4.5569584982
 FGD6 	 FYVE, RhoGEF and PH domain containing 6 	0.1700340807	0.4811673441	-6.3380538137
 FGF1 	 fibroblast growth factor 1 (acidic) 	-0.4001885776	0.1826038696	-4.7864185413
 FGF10 	 fibroblast growth factor 10 	-0.4543486766	0.1457164056	-4.3883384124
 FGF11 	 fibroblast growth factor 11 	0.2035847094	0.4587951526	-6.2695665233
 FGF12 	 fibroblast growth factor 12 	-0.2611988047	0.1500785649	-4.4385480822
 FGF13 	 fibroblast growth factor 13 	-0.2202516083	0.1927907085	-4.8900671627
 FGF14 	 fibroblast growth factor 14 	-0.3507078792	0.2103222799	-5.0437265704
 FGF16 	 fibroblast growth factor 16 	-0.1255360319	0.6316804848	-6.6827061902
 FGF17 	 fibroblast growth factor 17 	-0.1610734615	0.4477895039	-6.2366356299
 FGF18 	 fibroblast growth factor 18 	-0.1944825458	0.2712500944	-5.4678036889
 FGF19 	 fibroblast growth factor 19 	-0.0954527348	0.5704062215	-6.5595304249
 FGF2 	 fibroblast growth factor 2 (basic) 	-0.1818086946	0.3105591058	-5.6864449125
 FGF20 	 fibroblast growth factor 20 	-0.1543282894	0.416986631	-6.1344914997
 FGF21 	 fibroblast growth factor 21 	-0.0620554181	0.6987877149	-6.7942511745
 FGF22 	 fibroblast growth factor 22 	-0.2046824232	0.4095697377	-6.1092337387
 FGF23 	 fibroblast growth factor 23 	-0.0871673857	0.6760534823	-6.7570638186
 FGF3 	 fibroblast growth factor 3 	-0.2531675816	0.2941805483	-5.5973351619
 FGF4 	 fibroblast growth factor 4 	-0.1675645335	0.3743420089	-5.9749293367
 FGF4 	 fibroblast growth factor 4 	-0.1360245516	0.4082461665	-6.1039044336
 FGF5 	 fibroblast growth factor 5 	-0.9196398388	0.1796471839	-4.7567269343
 FGF6 	 fibroblast growth factor 6 	0.034507177	0.8467371818	-6.9685782186
 FGF7 	 fibroblast growth factor 7 	-0.464902237	0.2085695981	-5.0299970982
 FGF7 	 fibroblast growth factor 7 	-0.464902237	0.2085695981	-5.0299970982
 FGF7 	 fibroblast growth factor 7 	-0.464902237	0.2085695981	-5.0299970982
 FGF7 	 fibroblast growth factor 7 	0.6589665877	0.2371183181	-5.2466406118
 FGF7P2 	 fibroblast growth factor 7 pseudogene 2 	-0.1810333881	0.6166794058	-6.6556039098
 FGF8 	 fibroblast growth factor 8 (androgen-induced) 	-0.4079610771	0.0892513891	-3.5115921713
 FGF9 	 fibroblast growth factor 9 	-1.4406914144	0.0004502876	6.8042824002
 FGFBP1 	 fibroblast growth factor binding protein 1 	-0.002953272	0.9899424016	-7.0378819233
 FGFBP2 	 fibroblast growth factor binding protein 2 	0.3523141523	0.1778047238	-4.7372521757
 FGFBP3 	 fibroblast growth factor binding protein 3 	-0.1655147098	0.3885826873	-6.0327640472
 FGFR1 	 fibroblast growth factor receptor 1 	0.0097248113	0.9746963082	-7.0362018637
 FGFR1OP 	 FGFR1 oncogene partner 	-0.4685606262	0.0364207522	-1.8815509037
 FGFR1OP 	 FGFR1 oncogene partner 	-0.0503703764	0.79970717	-6.9227726823
 FGFR1OP2 	 FGFR1 oncogene partner 2 	-0.0621951537	0.7008201983	-6.7968575059
 FGFR2 	 fibroblast growth factor receptor 2 	-0.1976073737	0.2386510678	-5.2581717946
 FGFR3 	 fibroblast growth factor receptor 3 	-0.4947158448	0.1187837118	-4.0222550302
 FGFR4 	 fibroblast growth factor receptor 4 	-0.0372893896	0.9103957554	-7.0126473743
 FGFRL1 	 fibroblast growth factor receptor-like 1 	-0.1156858942	0.6175850519	-6.6575468172
 FGG 	 fibrinogen gamma chain 	0.9542468297	0.0250710944	-1.1592132153
 FGGY 	 FGGY carbohydrate kinase domain containing 	-0.9116485238	0.0062540307	1.20444272
 FGL1 	 fibrinogen-like 1 	-0.1322682459	0.402984204	-6.0855323902
 FGL2 	 fibrinogen-like 2 	0.4464454815	0.1760216099	-4.7216953582
 FGR 	 FGR proto-oncogene, Src family tyrosine kinase 	1.0834774416	0.0037490752	2.1255989178
 FH 	 fumarate hydratase 	-0.6990577752	0.0331271345	-1.6977893818
 FHAD1 	 forkhead-associated (FHA) phosphopeptide binding domain 1 	-0.1955103937	0.3029822618	-5.6433741527
 FHDC1 	 FH2 domain containing 1 	0.2301580342	0.2155712642	-5.086895206
 FHIT 	 fragile histidine triad 	-0.3540640205	0.1435904514	-4.3621379461
 FHL1 	 four and a half LIM domains 1 	-0.4443320604	0.3500951467	-5.8730381786
 FHL2 	 four and a half LIM domains 2 	0.587064714	0.1915824016	-4.8784215482
 FHL3 	 four and a half LIM domains 3 	0.4328079455	0.1433982627	-4.359508026
 FHL5 	 four and a half LIM domains 5 	-1.1843864871	0.0063175443	1.1871236347
 FHOD1 	 formin homology 2 domain containing 1 	0.5875045519	0.0297848149	-1.5033969331
 FHOD3 	 formin homology 2 domain containing 3 	0.0784066288	0.779098816	-6.8997227718
 FIBCD1 	 fibrinogen C domain containing 1 	-0.2542259275	0.2791982648	-5.5125985312
 FIBIN 	 fin bud initiation factor homolog (zebrafish) 	0.1281136574	0.5921363102	-6.606612981
 FIBP 	 fibroblast growth factor (acidic) intracellular binding protein 	0.2397380637	0.3707606747	-5.9584754381
 FICD 	 FIC domain containing 	0.9973134326	0.0341865471	-1.7585722269
 FIG4 	 FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae) 	0.0165936415	0.942521978	-7.0272431754
 FIGF 	 c-fos induced growth factor (vascular endothelial growth factor D) 	-1.5645826875	0.2790700275	-5.5112570981
 FIGLA 	 folliculogenesis specific basic helix-loop-helix 	-0.0641615071	0.6935877194	-6.785712714
 FIGN 	 fidgetin 	-0.0214095931	0.9491616993	-7.0298059959
 FIGNL1 	 fidgetin-like 1 	0.5986362339	0.0297527755	-1.4997504987
 FIGNL2 	 fidgetin-like 2 	-0.7230260492	0.0454263222	-2.3080547965
 FILIP1 	 filamin A interacting protein 1 	-0.3346988915	0.491169786	-6.3669655258
 FILIP1L 	 filamin A interacting protein 1-like 	-0.1863192081	0.566894834	-6.5519975387
 FIP1L1 	 factor interacting with PAPOLA and CPSF1 	0.1765520127	0.3400901026	-5.8286443539
 FIS1 	 fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae) 	0.0861828458	0.7180470436	-6.8230773706
 FITM1 	 fat storage-inducing transmembrane protein 1 	-0.1331930698	0.4539582026	-6.2551669594
 FITM2 	 fat storage-inducing transmembrane protein 2 	-0.1501194196	0.5365856868	-6.4813924656
 FIZ1 	 FLT3-interacting zinc finger 1 	0.0538351973	0.7729917606	-6.892875282
 FJX1 	 four jointed box 1 (Drosophila) 	0.1254736333	0.4643198046	-6.2864541989
 FKBP10 	 FK506 binding protein 10, 65 kDa 	0.3302182836	0.3083221106	-5.6763436102
 FKBP11 	 FK506 binding protein 11, 19 kDa 	1.4492702709	0.0098835897	0.4543685214
 FKBP14 	 FK506 binding protein 14, 22 kDa 	0.1549861742	0.6063250968	-6.6346108126
 FKBP15 	 FK506 binding protein 15, 133kDa 	0.658276097	0.0123831559	0.1025496601
 FKBP1A 	 FK506 binding protein 1A, 12kDa 	0.4742216479	0.0418592018	-2.1607637547
 FKBP1A 	 FK506 binding protein 1A, 12kDa 	0.4473909954	0.0681448017	-3.0327983659
 FKBP1B 	 FK506 binding protein 1B, 12.6 kDa 	0.2210998316	0.2740653253	-5.4842071853
 FKBP2 	 FK506 binding protein 2, 13kDa 	-0.1893677482	0.4026254072	-6.0843506929
 FKBP3 	 FK506 binding protein 3, 25kDa 	-0.0437396214	0.8695409275	-6.9868729525
 FKBP4 	 FK506 binding protein 4, 59kDa 	-0.0942604723	0.6523078142	-6.719794773
 FKBP5 	 FK506 binding protein 5 	-0.0261393574	0.9720126523	-7.0357921897
 FKBP6 	 FK506 binding protein 6, 36kDa 	-0.0238731683	0.9379308886	-7.025583727
 FKBP7 	 FK506 binding protein 7 	-0.3000577354	0.1759793813	-4.7203445175
 FKBP8 	 FK506 binding protein 8, 38kDa 	0.3924390237	0.1212290595	-4.0589961978
 FKBP9 	 FK506 binding protein 9, 63 kDa 	-0.1540848987	0.3397673291	-5.8269574695
 FKBP9P1 	 FK506 binding protein 9 pseudogene 1 	-0.2810301633	0.1451047097	-4.380144868
 FKBPL 	 FK506 binding protein like 	-0.0196400711	0.9125781525	-7.0137001211
 FKBPL 	 FK506 binding protein like 	-0.0196400711	0.9125781525	-7.0137001211
 FKRP 	 fukutin related protein 	0.0596561782	0.7518336886	-6.8668488272
 FKTN 	 fukutin 	-0.3308658921	0.3585203697	-5.9089268305
 FLAD1 	 flavin adenine dinucleotide synthetase 1 	0.2866674642	0.1832907579	-4.794876611
 FLCN 	 folliculin 	0.0356762113	0.8547088118	-6.9752375132
 FLG 	 filaggrin 	-0.2368699403	0.2817347968	-5.5284484571
 FLG2 	 filaggrin family member 2 	0.052907839	0.7962896771	-6.9190048722
 FLI1 	 Fli-1 proto-oncogene, ETS transcription factor 	1.2854682721	0.0033958105	2.3439007391
 FLII 	 flightless I homolog (Drosophila) 	0.4195416246	0.068130887	-3.0323220706
 FLJ11292 	 uncharacterized protein FLJ11292 	-0.303320456	0.1181674078	-4.0142502648
 FLJ11710 	 uncharacterized protein FLJ11710 	-0.2843422152	0.2173095082	-5.1001655149
 FLJ13224 	 uncharacterized LOC79857 	-0.1607680023	0.3925273253	-6.0489042272
 FLJ13744 	 uncharacterized FLJ13744 	-0.2609540409	0.5534604926	-6.5218332005
 FLJ16171 	 FLJ16171 protein 	-0.4294395623	0.0613397135	-2.8470649983
 FLJ16734 	 uncharacterized LOC641928 	-0.0922427385	0.7844869709	-6.9064778588
 FLJ20712 	 uncharacterized FLJ20712 	-0.3617158822	0.0819934484	-3.3697061233
 FLJ22184 	 putative uncharacterized protein FLJ22184 	0.0201287225	0.9104059998	-7.0126772523
 FLJ25694 	 uncharacterized protein FLJ25694 	-0.1729499528	0.3182543694	-5.7246053156
 FLJ25715 	 uncharacterized protein FLJ25715 	0.0948247182	0.7844532684	-6.9064021852
 FLJ25758 	 MAP	-0.3096116681	0.5100531928	-6.4177744497
 FLJ25758 	 MAP	-0.0684144934	0.6501911799	-6.7164459539
 FLJ26245 	 uncharacterized LOC400533 	-0.4506192976	0.1519845387	-4.4603753209
 FLJ26245 	 uncharacterized LOC400533 	-0.2210821442	0.4210014884	-6.1474809244
 FLJ26850 	 FLJ26850 protein 	-0.2194838333	0.2046919966	-4.9956749841
 FLJ27255 	 uncharacterized LOC401281 	-0.0767250146	0.6452211471	-6.7074970065
 FLJ30064 	 uncharacterized LOC644975 	-0.4181200307	0.0802118902	-3.3317177177
 FLJ30403 	 uncharacterized LOC729975 	-0.2286889193	0.4222867801	-6.151820324
 FLJ30679 	 uncharacterized protein FLJ30679 	-0.190220548	0.4720029608	-6.3114895862
 FLJ31713 	 uncharacterized protein FLJ31713 	-0.2118888558	0.2741465762	-5.4846225326
 FLJ31715 	 uncharacterized FLJ31715 	-0.3032958687	0.1240900783	-4.098964564
 FLJ32154 	 uncharacterized protein FLJ32154 	-0.2719863373	0.2640117668	-5.4191916799
 FLJ32790 	 hCG1983896 	-0.176196308	0.5351187601	-6.477263969
 FLJ32955 	 uncharacterized protein FLJ32955 	-0.0457517888	0.7867877991	-6.9089094865
 FLJ33360 	 FLJ33360 protein 	0.0351224179	0.8857606071	-6.9979252971
 FLJ33534 	 uncharacterized LOC285150 	0.0331079939	0.8580299809	-6.9781161825
 FLJ33544 	 uncharacterized LOC728283 	-0.3520248564	0.2042816471	-4.9918695979
 FLJ34503 	 uncharacterized FLJ34503 	0.1037892409	0.720155975	-6.8257091116
 FLJ34521 	 uncharacterized LOC646383 	-0.4245599386	0.0930891941	-3.592171086
 FLJ35816 	 FLJ35816 protein 	-0.3889144469	0.1789811889	-4.7509517491
 FLJ35934 	 FLJ35934 	-0.0464619629	0.864976408	-6.9834001417
 FLJ36000 	 uncharacterized FLJ36000 	-0.2451821343	0.3081752572	-5.6756023625
 FLJ36840 	 uncharacterized LOC645524 	-0.3907479742	0.3672564585	-5.9449178356
 FLJ36848 	 uncharacterized LOC647115 	-0.1017005116	0.509153529	-6.4154214591
 FLJ37035 	 uncharacterized LOC399821 	-0.5815545133	0.0354953819	-1.839757006
 FLJ37201 	 tigger transposable element derived 2 pseudogene 	-0.0541237582	0.8272176684	-6.9510061878
 FLJ37453 	 uncharacterized LOC729614 	0.0315639837	0.8680319873	-6.9856524756
 FLJ37786 	 uncharacterized LOC642691 	-0.185751413	0.3244747628	-5.7552307735
 FLJ37786 	 uncharacterized LOC642691 	-0.1337658244	0.4854847934	-6.3508472586
 FLJ38379 	 uncharacterized FLJ38379 	-0.1279809124	0.6312981644	-6.6821314924
 FLJ38576 	 uncharacterized LOC651430 	-0.0500198926	0.7597083035	-6.8765596521
 FLJ38668 	 uncharacterized LOC644903 	-0.2178033633	0.256377493	-5.3730447642
 FLJ38773 	 uncharacterized protein FLJ38773 	-0.4828557482	0.0248957964	-1.1415160756
 FLJ38894 	 uncharacterized LOC646029 	-0.1092220197	0.5516480806	-6.5172872213
 FLJ40194 	 uncharacterized FLJ40194 	-0.2388169509	0.1953470981	-4.9120005387
 FLJ40288 	 uncharacterized FLJ40288 	-0.2762464874	0.1574714099	-4.5267624796
 FLJ40453 	 uncharacterized LOC100288254 	-0.0354440508	0.8508272429	-6.9723191298
 FLJ40536 	 FLJ40536 protein 	-0.0508649234	0.7797065474	-6.9007219259
 FLJ41170 	 uncharacterized LOC440200 	-0.3057324151	0.3483140372	-5.8658886255
 FLJ41327 	 FLJ41327 protein 	0.0009342731	0.9961318145	-7.0381720912
 FLJ41733 	 FLJ41733 protein 	-0.2484481063	0.3081515646	-5.674327452
 FLJ42102 	 uncharacterized LOC399923 	-0.2237114912	0.4157580909	-6.131045575
 FLJ42220 	 FLJ42220 protein 	-0.2024652804	0.2688144883	-5.4520154178
 FLJ42393 	 uncharacterized LOC401105 	-0.163538008	0.3918006361	-6.0458807707
 FLJ42627 	 uncharacterized LOC645644 	0.1928628502	0.5361149385	-6.4801159751
 FLJ42627 	 uncharacterized LOC645644 	0.1773261641	0.5825992923	-6.586573391
 FLJ43315 	 asparagine synthetase pseudogene 	-0.2167183022	0.4467993494	-6.2336530849
 FLJ43763 	 uncharacterized LOC642316 	0.0077933098	0.9790652178	-7.0367670612
 FLJ43879 	 FLJ43879 protein 	-0.1158067716	0.526698242	-6.4577566902
 FLJ44124 	 uncharacterized LOC641737 	-0.2273427713	0.3853909495	-6.0192077851
 FLJ44313 	 FLJ44313 protein 	0.0229172717	0.9075966414	-7.0111382714
 FLJ44385 	 uncharacterized FLJ44385 	-0.2180825777	0.2532766419	-5.3533744593
 FLJ44477 	 FLJ44477 protein 	-0.1729127864	0.4780298501	-6.3285403052
 FLJ44635 	 TPT1-like protein 	-0.296143868	0.1392143617	-4.3069471745
 FLJ44674 	 FLJ44674 protein 	-0.2337327871	0.1444652933	-4.3719329808
 FLJ44790 	 uncharacterized FLJ44790 	-0.3281206862	0.1057559592	-3.817410462
 FLJ44838 	 uncharacterized LOC644767 	0.0077658795	0.9681338752	-7.0349654525
 FLJ44874 	 FLJ44874 protein 	-0.0132987671	0.9548857266	-7.0316139511
 FLJ45079 	 FLJ45079 protein 	-0.2177328077	0.2124050651	-5.0608534716
 FLJ45248 	 FLJ45248 protein 	-0.0306329082	0.9115510891	-7.0132664183
 FLJ45684 	 FLJ45684 locus 	-0.0607905983	0.7817508179	-6.903020678
 FLJ45721 	 uncharacterized LOC401123 	-0.0892997677	0.6131973972	-6.6477933045
 FLJ45743 	 uncharacterized LOC642484 	-0.3682787031	0.1885828489	-4.8491874905
 FLJ45825 	 uncharacterized LOC100505530 	0.3053655026	0.4638688398	-6.2849651057
 FLJ45831 	 uncharacterized FLJ45831 	-0.2893906215	0.2152431175	-5.0830453696
 FLJ45832 	 FLJ45832 protein 	-0.2592000519	0.1349850915	-4.2477150394
 FLJ45832 	 FLJ45832 protein 	-0.3758041188	0.1384076239	-4.2958959474
 FLJ45832 	 FLJ45832 protein 	-0.2766588205	0.1759209436	-4.7196995891
 FLJ45950 	 FLJ45950 protein 	-0.8388501866	0.0218933398	-0.9005626941
 FLJ46010 	 FLJ46010 protein 	-0.0040411615	0.9837734704	-7.0373422469
 FLJ46120 	 uncharacterized LOC647008 	-0.2755180286	0.2226810135	-5.1433314933
 FLJ46363 	 uncharacterized FLJ46363 	-0.3202515091	0.1703867823	-4.6651970158
 FLJ46365 	 uncharacterized LOC401459 	-0.1887699319	0.4665205086	-6.2932822289
 FLJ46836 	 FLJ46836 protein 	-0.2534351194	0.3098569086	-5.6828098414
 FLJ90680 	 FLJ90680 protein 	-0.1994303534	0.4034954586	-6.0871724004
 FLNA 	 filamin A, alpha 	0.2908105965	0.6317631028	-6.6828967497
 FLNB 	 filamin B, beta 	-0.1338803804	0.4477240583	-6.2363315286
 FLNC 	 filamin C, gamma 	-0.3270538833	0.401093459	-6.0790509232
 FLOT1 	 flotillin 1 	0.2611128491	0.154729061	-4.4937860901
 FLOT1 	 flotillin 1 	0.2611128491	0.154729061	-4.4937860901
 FLOT1 	 flotillin 1 	0.2611128491	0.154729061	-4.4937860901
 FLOT2 	 flotillin 2 	0.5941574911	0.0164636454	-0.3935556475
 FLRT1 	 fibronectin leucine rich transmembrane protein 1 	-0.5038399748	0.056861068	-2.7079529001
 FLRT2 	 fibronectin leucine rich transmembrane protein 2 	0.0073434747	0.9891679047	-7.0378410867
 FLRT3 	 fibronectin leucine rich transmembrane protein 3 	-0.6820086542	0.0649656703	-2.9480320326
 FLT1 	 fms-related tyrosine kinase 1 	-0.7243936778	0.0791395292	-3.3039850655
 FLT3 	 fms-related tyrosine kinase 3 	0.2104354188	0.8258701807	-6.9496963368
 FLT3LG 	 fms-related tyrosine kinase 3 ligand 	0.7593686568	0.009232042	0.5780552026
 FLT4 	 fms-related tyrosine kinase 4 	-0.1190073928	0.4459926234	-6.2305572876
 FLVCR1 	 feline leukemia virus subgroup C cellular receptor 1 	0.1250174918	0.6490727749	-6.7143648364
 FLVCR1-AS1 	 FLVCR1 antisense RNA 1 (head to head) 	-0.0864106066	0.7564106885	-6.8723863371
 FLVCR2 	 feline leukemia virus subgroup C cellular receptor family, member 2 	-0.0432623674	0.8625770457	-6.9815520811
 FLYWCH1 	 FLYWCH-type zinc finger 1 	-0.1125851364	0.6418383096	-6.7011712585
 FLYWCH2 	 FLYWCH family member 2 	0.1773946482	0.4532628386	-6.2524564157
 FMN1 	 formin 1 	0.4283820993	0.102293849	-3.7552088251
 FMN1 	 formin 1 	-0.2931888985	0.4659267892	-6.2912868981
 FMN2 	 formin 2 	-0.0884754352	0.721178292	-6.8274889918
 FMNL1 	 formin-like 1 	1.9291280933	0.0003357559	8.3044650549
 FMNL2 	 formin-like 2 	0.1235742073	0.4995024158	-6.3888117813
